time,particles 03um,particles 05um,particles 10um,particles 25um,particles 50um,particles 100um,Temperature C,Gas Ohm,Humidity %%,Pressure hPa,Altitude meters
1771456956.1894069,276,79,9,1,0,0,22.42140625,285719,36.3960476862582,1003.9927006799866,77.3600068218993
1771456957.2025795,276,79,9,1,0,0,22.423359375,287617,36.38459197238202,1003.988588914642,77.39449549290221
1771456958.2156181,276,77,12,1,0,0,22.42453125,287855,36.396352384311285,1003.9941192982025,77.34810776061681
1771456959.2270126,276,77,12,1,0,0,22.4255078125,288575,36.37897863213351,1004.0229627479,77.10617812537862
1771456960.2378418,276,77,12,1,0,0,22.426484375,288095,36.373251256916966,1004.0245421079072,77.09293112104659
1771456961.248678,261,70,11,1,0,0,22.4282421875,287378,36.38506795320986,1004.0237497227577,77.09957731072546
1771456962.2596018,261,70,11,1,0,0,22.4301953125,287855,36.379435524066906,1004.03236130434,77.02734725415424
1771456963.2705498,261,70,11,1,0,0,22.4325390625,287617,36.37966397857749,1004.0288812639777,77.05653620042298
1771456964.2826447,264,70,10,1,0,0,22.434296875,287617,36.39730463102008,1004.0389946438768,76.97171014031954
1771456965.2935853,264,70,10,1,0,0,22.435859375,288334,36.3974569996737,1004.0360687150766,76.99625132194633
1771456966.304408,264,70,10,1,0,0,22.4368359375,287140,36.40337581033796,1004.0321951500091,77.02874087688261
1771456967.316609,273,77,15,0,0,0,22.437421875,289056,36.403432957283705,1004.0313251181703,77.03603828916388
1771456968.3277256,273,77,15,0,0,0,22.438203125,288334,36.39768555740236,1004.0235003714988,77.10166876392776
1771456969.3385265,273,77,15,0,0,0,22.4391796875,287378,36.38613423998616,1004.0250797081031,77.0884219616331
1771456970.3512585,267,73,15,0,0,0,22.4403515625,288334,36.39207167199259,1004.0233396103238,77.10301716109012
1771456971.3621452,267,73,15,0,0,0,22.4409375,286665,36.38630561907453,1004.0206519041177,77.12556053691313
1771456972.373503,267,73,15,0,0,0,22.4425,289056,36.380634973789704,1004.0322671144896,77.02813727336225
