time,pm10 standard,pm25 standard,pm100 standard,pm10 env,pm25 env,pm100 env,03um,05um,10um,25um,50um,100um,temp,gas,humidity,pressure,altitude
1772062519.5429873,0,1,1,0,1,1,165,53,9,1,0,0,23.8255078125,196356,54.71760416469992,1009.2334519593762,33.49430371582557
1772062521.5561137,0,1,1,0,1,1,153,49,9,1,0,0,23.81984375,197026,54.47018640502542,1009.2388347470348,33.449344064976735
1772062523.569117,0,1,1,0,1,1,153,49,9,1,0,0,23.8169140625,197138,54.28177505746154,1009.2359022505636,33.473837672421396
1772062525.5821266,0,1,1,0,1,1,153,49,9,1,0,0,23.8157421875,197588,54.17796474908802,1009.239465854711,33.4440727605676
1772062527.5951536,0,0,0,0,0,0,120,38,6,0,0,0,23.8102734375,198721,54.06715934666754,1009.2451652193123,33.39646914142068
1772062529.607432,0,0,0,0,0,0,120,38,6,0,0,0,23.8091015625,199752,53.94406173437449,1009.2414417230511,33.42756940782254
1772062531.6204407,0,0,0,0,0,0,120,38,6,0,0,0,23.8075390625,198607,53.88564495377361,1009.246193066665,33.38788412794992
1772062533.6335454,0,0,0,0,0,0,120,38,6,0,0,0,23.808125,198380,53.84046448789054,1009.2544309461541,33.31907814879218
1772062535.6466432,0,0,0,0,0,0,120,38,6,0,0,0,23.8067578125,199292,53.84028068881554,1009.2485687260337,33.36804164863063
1772062537.6597693,0,0,0,0,0,0,120,38,6,0,0,0,23.8055859375,198380,53.87891597090455,1009.2503104557585,33.35349403316945
1772062539.6715107,0,0,0,0,0,0,141,45,6,0,0,0,23.806171875,198039,53.95013577147246,1009.2476178471536,33.37598377365977
1772062541.6832957,0,0,0,0,0,0,141,45,6,0,0,0,23.8067578125,196691,54.09905087439315,1009.2503904730121,33.35282569791191
1772062543.6963627,0,0,0,0,0,0,141,45,6,0,0,0,23.808125,198153,54.18988897222637,1009.2507874442086,33.349510040548786
1772062545.7094777,0,1,1,0,1,1,183,57,11,1,0,0,23.81125,197588,54.19031117512699,1009.2558588041838,33.30715216844569
1772062547.7221363,0,1,1,0,1,1,183,57,11,1,0,0,23.8141796875,197813,54.158325345678705,1009.2551479047266,33.313089852959976
1772062549.7355697,0,1,1,0,1,1,183,57,11,1,0,0,23.8159375,197700,54.177991133632304,1009.2561787619469,33.30447976877848
1772062551.7485716,0,1,1,0,1,1,165,51,10,1,0,0,23.816328125,198607,54.178043902880695,1009.2622780019253,33.253536904490616
1772062553.7615323,0,1,1,0,1,1,165,51,10,1,0,0,23.817890625,199063,54.10055309179471,1009.2611701264634,33.26279022728199
1772062555.7745845,0,1,1,0,1,1,165,51,10,1,0,0,23.8184765625,200561,54.02943340021229,1009.2566556632619,33.300496522693535
1772062557.787546,0,0,0,0,0,0,189,59,11,1,0,0,23.821015625,201026,53.93272924629609,1009.262597901928,33.250865001025915
1772062559.8006139,0,0,0,0,0,0,189,59,11,1,0,0,23.8200390625,200445,53.835601402987535,1009.2591913250102,33.27931781714847
