time,pm10 standard,pm25 standard,pm100 standard,pm10 env,pm25 env,pm100 env,03um,05um,10um,25um,50um,100um,temp,gas,humidity,pressure,altitude
1772061502.2546742,1,1,2,1,1,2,303,76,8,1,1,0,17.8407421875,218106,72.95809367258846,1008.5547851773225,39.16441364132972
1772061504.267664,0,1,2,0,1,2,291,74,11,2,1,0,17.84328125,218106,72.91618216178043,1008.5481022491826,39.22026337726569
1772061506.2806926,0,1,2,0,1,2,291,74,11,2,1,0,17.8458203125,219210,72.87427835498954,1008.5450292674204,39.2459446188575
1772061508.2937057,0,1,2,0,1,2,291,74,11,2,1,0,17.8477734375,218106,72.80409373199002,1008.539194210113,39.29470899945906
1772061510.3060677,0,1,2,0,1,2,267,68,11,2,1,0,17.8524609375,217832,72.80483856190362,1008.5450452079184,39.24581140222072
1772061512.3189955,0,1,2,0,1,2,267,68,11,2,1,0,17.858125,218657,72.83393446745991,1008.5416609132516,39.274094392437966
1772061514.3307571,0,1,2,0,1,2,267,68,11,2,1,0,17.8571484375,218657,72.83377923774084,1008.5490911490188,39.21199904765272
1772061516.3420024,0,0,0,0,0,0,255,64,10,1,0,0,17.8505078125,218933,72.82567451128638,1008.5472702783326,39.227216241562466
1772061518.3542216,0,0,0,0,0,0,255,64,10,1,0,0,17.8387890625,219906,72.75333359274136,1008.5443751198237,39.25141140938922
1772061520.3672132,0,0,0,0,0,0,255,64,10,1,0,0,17.824921875,220045,72.68772139014523,1008.5506050397757,39.19934733188443
1772061522.3803084,0,0,0,0,0,0,219,56,10,1,0,0,17.810078125,219906,72.6571903819776,1008.540799432591,39.28129391051504
1772061524.3932657,0,1,1,0,1,1,219,56,10,1,0,0,17.79796875,219627,72.66935719798232,1008.5300449188165,39.37117135162137
1772061526.406222,0,1,1,0,1,1,219,56,10,1,0,0,17.7846875,219906,72.68133879746125,1008.5336196268613,39.34129677574364
1772061528.4187899,0,1,1,0,1,1,237,58,13,1,0,0,17.770234375,220887,72.66495924897934,1008.5424984400008,39.267095065427895
