timestamp,pm1_mean,pm1_err,pm25_mean,pm25_err,pm10_mean,pm10_err
1776902554.0995777,4.0,0.0,5.0,0.0,6.0,0.0
1776902558.1158402,4.0,0.0,5.0,0.0,7.0,0.0
1776902562.1297848,4.0,0.0,5.0,0.0,7.0,0.0
1776902566.1234274,4.0,0.0,5.0,0.0,7.0,0.0
1776902570.1491725,4.0,0.0,6.0,0.0,7.0,0.0
1776902574.1444514,4.0,0.0,5.5,0.5,6.5,0.5
1776902578.1869102,4.0,0.0,5.0,0.0,6.0,0.0
1776902582.1877563,3.0,0.0,5.0,0.0,5.0,0.0
1776902586.16853,3.0,0.0,4.5,0.5,5.0,0.0
1776902590.1954849,3.0,0.0,4.0,0.0,5.0,0.0
1776902594.1863554,3.0,0.0,4.0,0.0,5.0,0.0
1776902598.231146,3.0,0.0,4.0,0.0,4.5,0.5
1776902602.2339325,3.0,0.0,4.0,0.0,4.0,0.0
1776902606.2384162,3.0,0.0,4.0,0.0,4.0,0.0
1776902610.254346,3.0,0.0,3.5,0.5,4.0,0.0
1776902614.253557,3.0,0.0,3.0,0.0,4.0,0.0
1776902618.2773705,2.0,0.0,3.0,0.0,3.0,0.0
1776902622.2959712,2.0,0.0,2.0,0.0,2.0,0.0
1776902626.3421047,1.5,0.5,2.0,0.0,2.0,0.0
1776902630.325492,1.0,0.0,2.0,0.0,2.0,0.0
1776902634.3261325,1.0,0.0,2.0,0.0,2.0,0.0
1776902638.3485065,1.0,0.0,2.0,0.0,2.0,0.0
1776902642.3410122,1.0,0.0,2.0,0.0,2.0,0.0
1776902646.3597243,1.0,0.0,2.0,0.0,2.0,0.0
1776902650.3748665,1.0,0.0,2.0,0.0,2.0,0.0
1776902654.416511,1.0,0.0,2.0,0.0,2.0,0.0
1776902658.3783727,1.0,0.0,2.0,0.0,2.0,0.0
1776902662.4100382,1.0,0.0,2.0,0.0,2.0,0.0
1776902666.4263387,1.0,0.0,2.0,0.0,2.0,0.0
1776902670.4426777,1.0,0.0,2.0,0.0,2.0,0.0
1776902674.4463494,1.0,0.0,2.0,0.0,2.0,0.0
1776902678.4391372,1.0,0.0,2.0,0.0,2.0,0.0
1776902682.4487886,1.0,0.0,2.0,0.0,2.0,0.0
