timestamp,cps,cps_err,usv_hr
1776902813.8941607,0.0,0.0,0.0
1776902815.8795624,0.0,0.0,0.0
1776902817.9074247,0.0,0.0,0.0
1776902819.9217048,0.5,0.5,0.006267
1776902821.9598517,0.0,0.0,0.0
1776902823.9501233,0.0,0.0,0.0
1776902825.9963374,0.0,0.0,0.0
1776902827.9965227,1.0,0.7071067811865476,0.012534
1776902830.0137513,0.0,0.0,0.0
1776902831.9879644,0.5,0.5,0.006267
1776902834.015233,0.0,0.0,0.0
1776902836.0311794,0.0,0.0,0.0
1776902838.0576,0.0,0.0,0.0
1776902840.0816753,0.0,0.0,0.0
1776902842.1039288,0.0,0.0,0.0
1776902844.0859566,0.0,0.0,0.0
1776902846.1292922,0.0,0.0,0.0
1776902848.1121068,0.0,0.0,0.0
1776902850.1375258,0.0,0.0,0.0
1776902852.1631076,0.0,0.0,0.0
1776902854.1820846,0.5,0.5,0.006267
1776902856.154856,0.0,0.0,0.0
1776902858.1736135,0.0,0.0,0.0
1776902860.1997232,0.0,0.0,0.0
1776902862.2259398,0.5,0.5,0.006267
1776902864.2463,0.0,0.0,0.0
1776902866.2174253,0.0,0.0,0.0
1776902868.258146,0.0,0.0,0.0
1776902870.272859,0.0,0.0,0.0
1776902872.2552936,0.0,0.0,0.0
1776902874.268473,0.0,0.0,0.0
1776902876.2874002,0.0,0.0,0.0
1776902878.3152125,0.0,0.0,0.0
1776902880.3384812,0.0,0.0,0.0
1776902882.3240342,0.0,0.0,0.0
1776902884.3465877,0.5,0.5,0.006267
1776902886.3681953,1.0,0.7071067811865476,0.012534
1776902888.374279,0.0,0.0,0.0
1776902890.3930779,0.0,0.0,0.0
1776902892.4208944,0.0,0.0,0.0
1776902894.4521492,0.5,0.5,0.006267
1776902896.4719415,0.0,0.0,0.0
1776902898.4423537,0.5,0.5,0.006267
1776902900.4836404,0.0,0.0,0.0
1776902902.5050437,0.0,0.0,0.0
1776902904.532602,0.5,0.5,0.006267
1776902906.5239477,0.0,0.0,0.0
1776902908.5409846,0.0,0.0,0.0
1776902910.563298,0.0,0.0,0.0
